Black Mass	7.0	130
Black Mass	5.0	330
The 33	6.0	48
Captain Phillips	8.48484848485	8
Captain Phillips	7.5	208
The Theory of Everything	8.31578947368	75
The Theory of Everything	9.0	-76
The Theory of Everything	7.0	275
Jersey Boys	8.0	154
Selma	9.0	135
The Big Short	6.5	180
Rush	8.0	59
Rush	8.0	259
The Invisible Woman	6.0	605
Diana	5.0	2
Diana	4.0	202
The Imitation Game	8.0	468
The Imitation Game	8.0	68
The Founder	7.66666666667	77
Hidden Figures	8.0	150
Nise: The Heart of Madness	10.0	-50
Jobs	7.0	429
Jobs	6.75	29
The Program	7.0	44
Concussion	9.0	383
Dallas Buyers Club	8.5	10
The Zookeeper's Wife	8.0	43
The Bling Ring	5.0	32
The Bling Ring	5.0	432
Steve Jobs	7.14285714286	20
Fruitvale Station	8.0	913
Cantinflas	5.0	22
Hacksaw Ridge	8.5	174
Legend	8.0	130
Anthropoid	8.0	123
The Railway Man	10.0	469
The Railway Man	4.0	-70
Foxcatcher	8.0	343
Philomena	7.4	115
Sully	7.66666666667	123
Sully	6.66666666667	323
Jackie	7.5	37
Saving Mr. Banks	8.0	394
12 Years a Slave	10.0	441
Big Eyes	10.0	66
Big Eyes	7.0	466
Big Eyes	9.0	666
Black Mass	7.5	131
The 33	6.0	49
The Fifth Estate	6.0	120
Genius	8.0	89
Captain Phillips	8.0	209
Captain Phillips	8.36363636364	9
Captain Phillips	8.5	-10
Captain Phillips	8.0	609
The Theory of Everything	8.84210526316	76
The Theory of Everything	7.0	476
Selma	8.0	136
The Big Short	8.5	381
The Invisible Woman	6.0	406
The Invisible Woman	7.0	-7
Diana	5.33333333333	3
The Imitation Game	8.0	69
The Imitation Game	7.0	469
Lion	8.0	112
The Founder	7.25	78
Pride	5.0	142
Unbroken	9.0	374
Jobs	5.64285714286	30
Jobs	7.0	230
The Program	6.5	-46
Concussion	8.0	184
Dallas Buyers Club	8.0	811
Dallas Buyers Club	9.0	611
Lovelace	4.0	183
Steve Jobs	7.0	21
Steve Jobs	8.0	221
Eisenstein in Guanajuato	5.5	-74
Florence Foster Jenkins	7.33333333333	1
Fruitvale Station	7.0	914
Fruitvale Station	6.5	314
Hacksaw Ridge	7.8	175
Legend	7.5	131
Trumbo	8.0	190
Philomena	8.0	116
Sully	8.0	124
Christine	6.0	264
12 Years a Slave	8.0	42
Big Eyes	5.0	67
Black Mass	4.0	132
The 33	7.0	450
The 33	8.0	50
The 33	5.0	650
The Fifth Estate	5.0	121
Captain Phillips	8.2380952381	10
Captain Phillips	9.0	210
Captain Phillips	8.0	1410
The Theory of Everything	8.5	77
The Theory of Everything	8.0	477
The Theory of Everything	10.0	277
Belle	8.0	-46
Selma	8.0	137
Rush	8.5	261
Rush	10.0	461
Diana	5.0	4
Diana	4.0	204
The Imitation Game	8.07142857143	70
The Imitation Game	10.0	-71
Lion	9.5	113
Million Dollar Arm	6.0	385
The Founder	7.0	79
Hidden Figures	10.0	152
Pride	10.0	743
Unbroken	9.0	375
Unbroken	9.0	175
Jobs	6.22222222222	31
Jobs	6.0	231
Dallas Buyers Club	8.33333333333	212
Dallas Buyers Club	8.0	-13
Dallas Buyers Club	7.0	412
Dallas Buyers Club	8.0	1212
Dallas Buyers Club	8.0	12
The Bling Ring	5.0	834
Steve Jobs	7.53846153846	22
Steve Jobs	8.0	222
Florence Foster Jenkins	6.0	2
Fruitvale Station	7.0	1115
Fruitvale Station	8.0	915
Fruitvale Station	7.0	1315
Woman in Gold	5.0	582
Cantinflas	8.0	24
Hacksaw Ridge	8.0	176
The Danish Girl	1.0	191
Kill Your Darlings	6.0	254
Foxcatcher	7.5	345
Philomena	8.5	517
Philomena	9.0	117
Sully	7.75	125
Jackie	8.0	39
12 Years a Slave	8.5	43
12 Years a Slave	9.0	443
12 Years a Slave	9.0	243
12 Years a Slave	10.0	-44
Big Eyes	7.0	68
Black Mass	6.85714285714	133
The 33	7.0	51
The Fifth Estate	6.5	122
Captain Phillips	8.88888888889	11
Captain Phillips	10.0	1211
Captain Phillips	8.0	811
Blue Caprice	5.5	-358
The Theory of Everything	8.0	278
The Theory of Everything	8.26666666667	78
Jersey Boys	6.0	157
Rush	10.0	462
Rush	9.0	1462
Rush	10.0	662
The Liberator	8.0	795
The Imitation Game	8.54166666667	71
The Imitation Game	8.0	471
Lion	8.0	114
Viceroy's House	10.0	-26
Testament of Youth	8.0	-94
The Founder	8.0	80
Jobs	6.07692307692	32
Jobs	6.0	232
Truth	7.0	489
Dallas Buyers Club	8.0	813
Dallas Buyers Club	10.0	613
Dallas Buyers Club	10.0	213
The Bling Ring	3.0	635
The Bling Ring	7.0	235
The Bling Ring	7.0	35
Steve Jobs	8.09090909091	23
A Street Cat Named Bob	6.0	0
Fruitvale Station	8.0	316
Denial	7.0	155
Hacksaw Ridge	9.0	177
The Danish Girl	7.0	392
Legend	7.5	133
Anthropoid	8.0	126
Kill Your Darlings	6.0	55
Kill Your Darlings	9.0	255
Foxcatcher	6.0	146
Foxcatcher	6.0	346
Trumbo	7.0	392
Philomena	7.2	118
Sully	6.0	326
Jackie	7.0	40
Jackie	9.0	240
12 Years a Slave	8.5	44
12 Years a Slave	10.0	244
Snowden	7.0	191
Black Mass	8.0	134
Black Mass	7.0	534
Black Mass	7.0	334
The 33	7.0	52
Captain Phillips	8.61111111111	12
Captain Phillips	6.66666666667	212
Captain Phillips	9.0	1412
The Theory of Everything	8.26666666667	79
The Theory of Everything	9.0	479
Selma	8.0	139
Selma	5.0	339
The Big Short	9.0	184
Life	7.0	171
Rush	8.5	463
Rush	8.0	663
The Imitation Game	8.67857142857	72
Lion	10.0	115
The Founder	8.0	81
Hidden Figures	8.0	154
Bleed for This	7.0	264
Unbroken	8.0	177
Loving	7.0	-21
Jobs	6.375	33
Jobs	6.0	233
Mr. Turner	8.0	-11
Dallas Buyers Club	9.0	814
Dallas Buyers Club	8.0	14
Dallas Buyers Club	6.0	414
Dallas Buyers Club	8.0	214
The Man Who Knew Infinity	7.66666666667	109
The Bling Ring	6.5	36
Steve Jobs	8.83333333333	24
Steve Jobs	7.0	224
Fruitvale Station	9.0	317
Denial	6.0	156
Hacksaw Ridge	8.5	178
The Danish Girl	2.0	193
Legend	8.0	534
Anthropoid	9.0	127
Kill Your Darlings	8.0	656
Pawn Sacrifice	7.0	3
Foxcatcher	8.0	347
Philomena	5.33333333333	119
Sully	8.0	327
Sully	7.0	127
Jackie	4.0	241
Saving Mr. Banks	8.5	198
12 Years a Slave	8.66666666667	45
Big Eyes	8.0	70
Black Mass	6.0	135
The 33	6.0	53
Captain Phillips	8.5	213
Captain Phillips	8.88888888889	13
Captain Phillips	8.0	1413
The Theory of Everything	8.11111111111	80
The Theory of Everything	6.0	680
The Theory of Everything	7.0	280
The Big Short	8.0	385
The Big Short	9.0	185
Rush	8.0	464
Rush	9.0	264
The Imitation Game	8.15789473684	73
The Founder	7.25	82
Unbroken	10.0	178
Unbroken	10.0	378
Unbroken	9.0	778
Loving	7.0	21
Jobs	7.0	234
Jobs	6.2	34
Jobs	5.0	834
The Program	8.0	249
Freeheld	8.0	83
Dallas Buyers Club	7.5	215
Dallas Buyers Club	8.0	615
The Man Who Knew Infinity	7.85714285714	110
The Bling Ring	6.0	37
Steve Jobs	7.90909090909	25
Florence Foster Jenkins	8.0	5
Florence Foster Jenkins	7.5	205
A Street Cat Named Bob	8.0	2
Hacksaw Ridge	10.0	179
Legend	6.5	135
Anthropoid	7.0	128
The Railway Man	6.0	-75
Kill Your Darlings	10.0	257
One Chance	5.0	307
Pawn Sacrifice	7.0	204
Foxcatcher	8.0	148
Foxcatcher	6.0	348
Joy	7.0	79
Philomena	8.0	920
Philomena	7.75	120
Sully	6.0	128
Jackie	8.0	242
Saving Mr. Banks	8.0	399
Saving Mr. Banks	7.0	199
12 Years a Slave	7.33333333333	246
12 Years a Slave	8.0	46
Big Eyes	8.0	471
Black Mass	7.0	136
The 33	7.0	54
The 33	7.0	254
A United Kingdom	10.0	-73
A United Kingdom	6.0	72
Behind the Candelabra	8.0	147
The Fifth Estate	7.0	125
Genius	8.0	94
Captain Phillips	8.5652173913	14
Captain Phillips	9.0	814
The Theory of Everything	7.0	681
The Theory of Everything	8.04166666667	81
Selma	9.0	141
The Big Short	9.0	186
The Big Short	8.0	586
Rush	9.0	1265
Rush	8.0	65
Rush	6.0	465
The Imitation Game	8.69230769231	74
The Founder	6.0	83
Pride	7.0	147
Pride	8.0	947
Pride	10.0	547
Unbroken	8.0	779
Unbroken	7.0	579
Loving	6.0	22
Jobs	6.57142857143	35
Jobs	5.5	435
Concussion	7.0	589
Concussion	6.0	189
Mr. Turner	8.0	12
Mr. Turner	7.0	212
Freeheld	6.0	84
Dallas Buyers Club	8.0	16
Dallas Buyers Club	7.0	216
Dallas Buyers Club	8.0	1016
Lovelace	7.0	188
The Man Who Knew Infinity	6.0	111
The Bling Ring	5.25	38
Steve Jobs	8.5	26
Steve Jobs	8.0	626
Florence Foster Jenkins	8.0	6
Woman in Gold	8.0	786
Queen of the Desert	8.0	-217
Legend	6.0	336
One Chance	7.0	308
Pawn Sacrifice	7.0	405
I Am Michael	6.0	64
Philomena	8.5	121
Sully	6.0	329
Sully	8.0	129
Saving Mr. Banks	8.5	-1
12 Years a Slave	8.0	447
Big Eyes	7.4	72
The Birth of a Nation	5.0	145
Black Mass	8.0	337
Black Mass	7.5	137
A United Kingdom	7.0	-74
Behind the Candelabra	7.33333333333	148
The Fifth Estate	5.5	126
Captain Phillips	8.36	15
Captain Phillips	10.0	615
Captain Phillips	10.0	215
The Theory of Everything	8.55555555556	82
The Theory of Everything	7.0	282
Selma	8.0	142
Rush	8.0	666
Diana	5.8	9
Diana	6.0	209
The Imitation Game	8.83333333333	75
The Imitation Game	7.0	875
Lion	10.0	118
The Founder	7.5	84
Pride	7.5	148
Pride	7.0	548
Unbroken	8.0	380
Jobs	5.76470588235	36
Jobs	4.5	236
The Program	5.0	-52
The Look of Love	9.0	1101
Mr. Turner	6.0	13
Truth	5.0	93
Dallas Buyers Club	8.0	817
Dallas Buyers Club	10.0	-18
Dallas Buyers Club	6.0	217
Dallas Buyers Club	10.0	1017
Rosewater	7.0	188
The Man Who Knew Infinity	8.75	112
The Bling Ring	6.0	39
Steve Jobs	8.0	27
Florence Foster Jenkins	5.66666666667	207
A Street Cat Named Bob	10.0	204
A Street Cat Named Bob	7.5	-5
Fruitvale Station	8.0	520
Fruitvale Station	8.0	320
Hacksaw Ridge	8.0	181
The Danish Girl	6.0	396
Legend	6.0	137
Anthropoid	8.0	130
The Railway Man	7.0	476
Kill Your Darlings	6.0	459
Foxcatcher	6.0	350
Trumbo	7.5	596
Philomena	7.0	322
Philomena	7.25	122
Sully	7.5	130
Saving Mr. Banks	8.33333333333	-2
Saving Mr. Banks	8.0	1
12 Years a Slave	7.0	648
12 Years a Slave	9.0	248
Big Eyes	7.0	73
Snowden	10.0	195
Black Mass	6.5	138
Black Mass	6.0	338
The 33	8.0	56
A United Kingdom	9.0	-75
Behind the Candelabra	7.0	149
The Fifth Estate	4.0	327
Captain Phillips	8.44444444444	16
The Theory of Everything	8.72727272727	83
The Theory of Everything	9.0	283
Noble	8.0	-228
The Big Short	8.0	388
Diana	4.0	210
The Imitation Game	8.375	76
Lion	6.0	119
The Founder	7.2	85
Pride	6.5	149
Unbroken	10.0	181
Jobs	6.82352941176	37
The Program	6.0	52
Concussion	8.0	191
Mr. Turner	8.0	414
Mr. Turner	7.0	814
Mr. Turner	3.0	14
Truth	9.0	94
Dallas Buyers Club	7.0	218
Dallas Buyers Club	8.0	18
The Man Who Knew Infinity	7.5	113
The Bling Ring	7.0	40
Steve Jobs	8.0	28
Florence Foster Jenkins	8.0	208
A Street Cat Named Bob	7.0	-6
Fruitvale Station	3.0	321
Woman in Gold	7.0	588
Queen of the Desert	7.0	-419
Legend	7.5	138
Anthropoid	7.0	331
The Railway Man	8.0	477
The Railway Man	7.0	77
Foxcatcher	6.0	151
Foxcatcher	5.0	351
Trumbo	8.0	197
Trumbo	8.0	397
Joy	5.0	482
Joy	4.5	82
Philomena	8.0	123
Sully	7.0	131
Saving Mr. Banks	8.4	2
Saving Mr. Banks	8.0	-3
12 Years a Slave	7.4	49
12 Years a Slave	9.0	449
12 Years a Slave	8.0	1249
Big Eyes	7.2	74
The Birth of a Nation	9.0	147
Black Mass	7.0	139
Black Mass	6.0	739
Behind the Candelabra	6.0	150
Holding the Man	10.0	504
Captain Phillips	8.38461538462	17
Captain Phillips	8.0	617
Captain Phillips	9.0	217
The Theory of Everything	7.85714285714	84
The Theory of Everything	9.0	484
The Big Short	8.0	389
Life	6.0	376
Rush	10.0	268
The Liberator	8.0	1
Diana	5.0	211
Diana	7.0	11
The Imitation Game	8.36363636364	77
The Imitation Game	8.8	-78
The Imitation Game	8.0	477
Lion	8.0	120
Million Dollar Arm	9.0	192
Unbroken	7.0	182
Jobs	7.0	638
Jobs	5.0	38
Jobs	8.0	238
Concussion	3.0	192
Mr. Turner	8.5	215
Freeheld	5.66666666667	87
Dallas Buyers Club	9.0	219
Dallas Buyers Club	10.0	419
Dallas Buyers Club	8.0	19
Lovelace	5.0	191
Marina	9.0	206
The Man Who Knew Infinity	8.0	114
The Bling Ring	9.0	41
Steve Jobs	8.75	29
Steve Jobs	1.0	429
Fruitvale Station	7.0	1522
Hacksaw Ridge	7.66666666667	183
Legend	7.0	139
Love & Mercy	5.0	748
Love & Mercy	6.0	148
The Railway Man	8.0	478
Foxcatcher	7.0	752
Philomena	7.0	124
Philomena	7.0	524
Sully	7.0	132
Sully	10.0	332
Jackie	9.0	46
Saving Mr. Banks	8.2	3
Saving Mr. Banks	9.0	203
Saving Mr. Banks	10.0	-4
12 Years a Slave	9.0	450
12 Years a Slave	7.0	250
12 Years a Slave	7.0	50
Big Eyes	7.0	75
Black Mass	6.83333333333	140
The 33	9.0	58
Behind the Candelabra	8.0	1351
Behind the Candelabra	8.0	151
The Fifth Estate	4.0	329
The Fifth Estate	6.5	129
The Fifth Estate	7.0	729
Captain Phillips	8.18181818182	18
13 Minutes	7.0	-713
The Theory of Everything	7.5	85
The Theory of Everything	10.0	885
The Theory of Everything	7.5	285
Selma	7.5	345
Rush	9.0	469
The Invisible Woman	4.0	-16
Diana	7.0	12
The Imitation Game	8.16666666667	78
The Imitation Game	9.0	878
Million Dollar Arm	9.0	193
The Founder	7.5	87
Unbroken	10.0	383
Unbroken	8.0	183
Loving	8.0	226
Jobs	7.75	39
Jobs	4.0	239
Mr. Turner	9.0	16
Truth	5.0	296
Dallas Buyers Club	8.66666666667	220
Dallas Buyers Club	8.0	420
The Man Who Knew Infinity	8.0	115
The Bling Ring	8.0	42
Steve Jobs	6.42857142857	30
Florence Foster Jenkins	9.0	10
A Street Cat Named Bob	9.0	207
A Street Cat Named Bob	7.0	-8
Woman in Gold	8.0	190
Cantinflas	5.0	432
Hacksaw Ridge	10.0	184
Legend	7.0	140
Anthropoid	7.0	133
Foxcatcher	6.0	753
Miles Ahead	7.0	85
Joy	8.0	84
Philomena	8.0	125
Philomena	8.0	325
Sully	7.66666666667	133
Sully	6.0	333
Saving Mr. Banks	8.33333333333	4
Saving Mr. Banks	9.0	-5
Saving Mr. Banks	7.0	404
Saving Mr. Banks	7.0	804
12 Years a Slave	9.0	451
12 Years a Slave	9.5	51
Big Eyes	8.0	76
Black Mass	6.0	341
Black Mass	6.0	541
Black Mass	6.66666666667	141
The 33	7.0	59
A United Kingdom	7.0	77
Captain Phillips	8.2	19
Captain Phillips	9.5	219
Captain Phillips	7.0	1219
Blue Caprice	7.0	-366
The Theory of Everything	7.64705882353	86
The Theory of Everything	9.0	486
The Theory of Everything	7.0	886
Selma	7.0	346
Selma	8.0	546
The Big Short	8.0	391
Life	7.0	378
Rush	8.0	270
The Invisible Woman	6.0	216
The Liberator	8.0	3
The Imitation Game	8.0	479
The Imitation Game	8.92307692308	79
The Imitation Game	9.0	879
Lion	8.0	122
The Founder	6.5	88
Unbroken	8.0	184
Jobs	6.0	40
Jobs	6.0	240
The Program	6.0	-56
Dallas Buyers Club	9.0	621
Dallas Buyers Club	8.0	421
Dallas Buyers Club	8.0	221
The Man Who Knew Infinity	6.0	116
The Bling Ring	6.0	43
Steve Jobs	7.0	631
Steve Jobs	7.42857142857	31
Florence Foster Jenkins	6.0	211
Fruitvale Station	10.0	1324
Woman in Gold	5.0	191
Hacksaw Ridge	9.0	185
Queen of the Desert	6.0	-22
Queen of the Desert	6.0	-422
The Danish Girl	6.0	400
The Danish Girl	6.0	0
Legend	6.0	141
Anthropoid	7.0	134
The Railway Man	7.0	80
Kill Your Darlings	7.0	263
Miles Ahead	7.0	86
Trumbo	10.0	-1
Joy	7.0	85
Philomena	7.0	126
Sully	8.0	134
Sully	8.0	334
Saving Mr. Banks	8.625	5
Saving Mr. Banks	8.0	-6
Saving Mr. Banks	6.0	205
Saving Mr. Banks	7.0	605
12 Years a Slave	8.5	52
12 Years a Slave	4.0	1252
12 Years a Slave	8.0	252
Big Eyes	8.0	77
Snowden	7.0	199
The 33	7.5	60
The 33	4.0	260
Genius	7.0	100
Captain Phillips	8.42105263158	20
Captain Phillips	8.0	220
Blue Caprice	5.0	-567
The Theory of Everything	8.15	87
The Theory of Everything	8.0	487
The Theory of Everything	8.0	287
The Lady in the Van	8.0	1
The Big Short	8.0	192
Rush	9.0	271
Diana	5.0	214
Diana	6.0	14
The Imitation Game	8.0	80
The Founder	10.0	89
Hidden Figures	9.0	162
Unbroken	6.0	185
Unbroken	7.0	785
Loving	10.0	28
Jobs	4.6	41
Concussion	7.0	195
Concussion	8.0	395
Dallas Buyers Club	8.0	422
Dallas Buyers Club	8.0	22
Rosewater	6.0	393
Rosewater	6.0	193
The Man Who Knew Infinity	7.0	117
The Bling Ring	5.5	44
The Bling Ring	3.0	244
Steve Jobs	7.75	32
Cantinflas	6.0	34
The Danish Girl	7.66666666667	1
The Danish Girl	9.0	601
The Danish Girl	5.66666666667	-2
Anthropoid	6.5	135
The Railway Man	8.0	281
Foxcatcher	8.0	555
Foxcatcher	9.0	155
Trumbo	9.0	401
Trumbo	10.0	-2
Philomena	7.0	127
Sully	7.5	135
Sully	6.0	335
Jackie	6.5	49
Jackie	9.0	-50
Saving Mr. Banks	8.36363636364	6
Saving Mr. Banks	8.0	206
12 Years a Slave	9.33333333333	253
12 Years a Slave	10.0	-54
Big Eyes	7.33333333333	78
Snowden	7.625	-1
Snowden	7.5	0
A United Kingdom	6.0	79
Holding the Man	8.0	308
The Fifth Estate	8.0	132
The Fifth Estate	5.0	532
Captain Phillips	8.53333333333	21
Captain Phillips	8.0	421
The Theory of Everything	8.03571428571	88
The Lady in the Van	7.0	2
Selma	7.0	148
The Big Short	8.0	193
Walesa: Man of Hope	10.0	34
The Imitation Game	9.1	81
The Imitation Game	8.0	481
The Imitation Game	8.0	881
Lion	9.0	124
The Founder	7.5	90
Hidden Figures	8.0	163
Jobs	6.0	42
Jobs	7.0	1442
The Program	7.0	-58
Concussion	9.0	596
Mr. Turner	8.0	19
Dallas Buyers Club	8.33333333333	23
Dallas Buyers Club	9.0	623
The Bling Ring	2.0	1045
The Bling Ring	6.0	45
Steve Jobs	7.0	433
Steve Jobs	9.0	33
Steve Jobs	7.0	233
Fruitvale Station	6.0	926
Fruitvale Station	6.0	526
Hacksaw Ridge	9.0	187
The Danish Girl	6.75	-3
The Danish Girl	6.5	2
Legend	7.0	343
The Railway Man	7.0	482
One Chance	7.0	115
Miles Ahead	6.0	88
Trumbo	8.0	2
Trumbo	10.0	-3
Philomena	9.0	528
Philomena	8.0	128
Sully	7.0	336
Sully	7.5	136
Jackie	8.0	50
Saving Mr. Banks	8.66666666667	7
Saving Mr. Banks	7.0	-8
12 Years a Slave	8.375	54
12 Years a Slave	10.0	454
12 Years a Slave	6.0	854
12 Years a Slave	8.0	254
Big Eyes	9.5	79
Snowden	8.14285714286	1
Black Mass	7.0	144
The 33	7.5	62
A United Kingdom	7.0	80
The Fifth Estate	5.0	533
Captain Phillips	7.25	222
Captain Phillips	8.78947368421	22
13 Minutes	7.0	-317
The Theory of Everything	8.28571428571	89
The Lady in the Van	7.0	403
Selma	7.0	349
The Big Short	7.0	394
The Big Short	8.0	594
Diana	8.33333333333	16
The Imitation Game	7.33333333333	82
The Imitation Game	9.0	682
The Imitation Game	10.0	882
Lion	8.0	125
Dalida	7.0	-175
The End of the Tour	8.0	599
The End of the Tour	5.0	399
The Founder	7.5	91
Unbroken	6.0	187
Jobs	4.85714285714	43
The Program	6.5	-59
Mr. Turner	8.0	-21
Dallas Buyers Club	9.0	424
Dallas Buyers Club	10.0	24
Dallas Buyers Club	7.0	224
Rosewater	7.0	195
The Man Who Knew Infinity	7.0	119
