The Bling Ring	1	6.0	429
Steve Jobs	1	7.0	417
Hacksaw Ridge	1	9.0	171
The Danish Girl	1	8.0	386
Anthropoid	1	7.0	320
Kill Your Darlings	1	8.0	1249
Sully	4	7.0	120
Sully	1	10.0	320
Saving Mr. Banks	1	8.0	191
Saving Mr. Banks	1	7.0	591
12 Years a Slave	1	8.0	38
12 Years a Slave	2	6.5	238
Snowden	1	8.0	185
Black Mass	4	6.5	128
The 33	3	7.0	46
Behind the Candelabra	1	3.0	139
The Devil's Violinist	1	10.0	-426
Captain Phillips	5	8.4	6
Captain Phillips	1	8.0	206
Captain Phillips	1	10.0	606
13 Minutes	1	9.0	-701
The Theory of Everything	15	8.26666666667	73
Belle	1	4.0	841
Selma	1	7.0	333
The Big Short	1	9.0	178
Rush	3	9.0	457
Rush	1	8.0	57
Rush	1	9.0	257
The Invisible Woman	2	1.0	3
Diana	1	7.0	0
The Imitation Game	6	8.83333333333	66
Lion	4	9.25	109
Million Dollar Arm	1	7.0	581
The Founder	1	7.0	75
Pride	1	5.0	139
Unbroken	1	10.0	171
Unbroken	1	9.0	571
Jobs	1	10.0	227
Jobs	7	5.85714285714	27
Jobs	1	7.0	427
Mr. Turner	1	8.0	4
Truth	1	8.0	284
Dallas Buyers Club	2	7.5	8
Dallas Buyers Club	2	9.0	208
Dallas Buyers Club	1	8.0	608
Dallas Buyers Club	1	9.0	1008
The Zookeeper's Wife	3	8.66666666667	41
The Bling Ring	1	7.0	30
Steve Jobs	1	7.0	418
Florence Foster Jenkins	4	6.5	198
Fruitvale Station	1	10.0	311
Woman in Gold	1	8.0	378
Hacksaw Ridge	1	5.0	172
Legend	1	6.0	128
Anthropoid	1	10.0	321
Foxcatcher	1	9.0	141
Trumbo	1	8.0	187
Philomena	1	9.0	713
Sully	4	6.75	121
Jackie	1	10.0	35
Saving Mr. Banks	1	8.0	392
Saving Mr. Banks	1	4.0	1192
12 Years a Slave	1	10.0	439
12 Years a Slave	2	8.5	39
12 Years a Slave	3	8.33333333333	239
Big Eyes	1	7.0	64
Black Mass	3	7.0	129
The 33	1	9.0	47
A United Kingdom	1	9.0	-66
Behind the Candelabra	1	8.0	940
The Fifth Estate	1	9.0	118
Captain Phillips	24	8.79166666667	7
Captain Phillips	1	10.0	807
The Theory of Everything	1	10.0	274
The Theory of Everything	27	8.18518518519	74
Jersey Boys	1	8.0	553
Selma	1	8.0	934
Selma	1	8.0	134
The Big Short	2	8.0	379
The Big Short	1	8.0	179
Rush	1	8.0	58
Rush	1	7.0	458
Rush	1	8.0	658
The Invisible Woman	1	6.0	-5
Diana	4	3.25	1
Diana	1	10.0	-2
Diana	1	6.0	201
The Imitation Game	1	9.0	267
The Imitation Game	6	7.83333333333	67
The Imitation Game	1	8.0	667
The Imitation Game	1	10.0	467
The Founder	2	7.0	76
Hidden Figures	2	8.0	149
Unbroken	1	8.0	572
Jobs	4	8.75	28
Jobs	1	6.0	428
Mr. Turner	1	6.0	205
Dallas Buyers Club	1	10.0	409
Dallas Buyers Club	1	8.0	209
The Bling Ring	1	10.0	31
The Danish Girl	1	6.0	188
Legend	1	7.0	129
One Chance	1	5.0	1101
Trumbo	2	7.5	188
Philomena	1	8.0	114
Philomena	2	8.5	314
Sully	4	8.0	122
12 Years a Slave	3	8.0	240
12 Years a Slave	1	10.0	1040
12 Years a Slave	1	8.0	40
Big Eyes	2	7.5	65
Snowden	1	8.0	187
Black Mass	1	7.0	130
Black Mass	1	5.0	330
The 33	1	6.0	48
Captain Phillips	33	8.48484848485	8
Captain Phillips	2	7.5	208
The Theory of Everything	19	8.31578947368	75
The Theory of Everything	1	9.0	-76
The Theory of Everything	1	7.0	275
Jersey Boys	1	8.0	154
Selma	1	9.0	135
The Big Short	2	6.5	180
Rush	1	8.0	59
Rush	1	8.0	259
The Invisible Woman	1	6.0	605
Diana	2	5.0	2
Diana	2	4.0	202
The Imitation Game	1	8.0	468
The Imitation Game	1	8.0	68
The Founder	3	7.66666666667	77
Hidden Figures	1	8.0	150
Nise: The Heart of Madness	1	10.0	-50
Jobs	1	7.0	429
Jobs	4	6.75	29
The Program	1	7.0	44
Concussion	1	9.0	383
Dallas Buyers Club	2	8.5	10
The Zookeeper's Wife	1	8.0	43
The Bling Ring	4	5.0	32
The Bling Ring	1	5.0	432
Steve Jobs	7	7.14285714286	20
Fruitvale Station	2	8.0	913
Cantinflas	1	5.0	22
Hacksaw Ridge	2	8.5	174
Legend	1	8.0	130
Anthropoid	2	8.0	123
The Railway Man	1	10.0	469
The Railway Man	1	4.0	-70
Foxcatcher	1	8.0	343
Philomena	5	7.4	115
Sully	6	7.66666666667	123
Sully	3	6.66666666667	323
Jackie	2	7.5	37
Saving Mr. Banks	1	8.0	394
12 Years a Slave	1	10.0	441
Big Eyes	1	10.0	66
Big Eyes	1	7.0	466
Big Eyes	1	9.0	666
Black Mass	2	7.5	131
The 33	2	6.0	49
The Fifth Estate	2	6.0	120
Genius	1	8.0	89
Captain Phillips	2	8.0	209
Captain Phillips	22	8.36363636364	9
Captain Phillips	2	8.5	-10
Captain Phillips	1	8.0	609
The Theory of Everything	19	8.84210526316	76
The Theory of Everything	2	7.0	476
Selma	2	8.0	136
The Big Short	2	8.5	381
The Invisible Woman	1	6.0	406
The Invisible Woman	1	7.0	-7
Diana	3	5.33333333333	3
The Imitation Game	9	8.0	69
The Imitation Game	1	7.0	469
Lion	1	8.0	112
The Founder	4	7.25	78
Pride	1	5.0	142
Unbroken	1	9.0	374
Jobs	14	5.64285714286	30
Jobs	1	7.0	230
The Program	2	6.5	-46
Concussion	1	8.0	184
Dallas Buyers Club	1	8.0	811
Dallas Buyers Club	1	9.0	611
Lovelace	1	4.0	183
Steve Jobs	5	7.0	21
Steve Jobs	1	8.0	221
Eisenstein in Guanajuato	2	5.5	-74
Florence Foster Jenkins	3	7.33333333333	1
Fruitvale Station	1	7.0	914
Fruitvale Station	2	6.5	314
Hacksaw Ridge	5	7.8	175
Legend	2	7.5	131
Trumbo	1	8.0	190
Philomena	3	8.0	116
Sully	2	8.0	124
Christine	1	6.0	264
12 Years a Slave	1	8.0	42
Big Eyes	1	5.0	67
Black Mass	1	4.0	132
The 33	1	7.0	450
The 33	1	8.0	50
The 33	1	5.0	650
The Fifth Estate	1	5.0	121
Captain Phillips	21	8.2380952381	10
Captain Phillips	2	9.0	210
Captain Phillips	1	8.0	1410
The Theory of Everything	22	8.5	77
The Theory of Everything	1	8.0	477
The Theory of Everything	1	10.0	277
Belle	1	8.0	-46
Selma	1	8.0	137
Rush	2	8.5	261
Rush	1	10.0	461
Diana	1	5.0	4
Diana	1	4.0	204
The Imitation Game	14	8.07142857143	70
The Imitation Game	1	10.0	-71
Lion	2	9.5	113
Million Dollar Arm	1	6.0	385
The Founder	7	7.0	79
Hidden Figures	1	10.0	152
Pride	1	10.0	743
Unbroken	1	9.0	375
Unbroken	1	9.0	175
Jobs	9	6.22222222222	31
Jobs	1	6.0	231
Dallas Buyers Club	3	8.33333333333	212
Dallas Buyers Club	1	8.0	-13
Dallas Buyers Club	1	7.0	412
Dallas Buyers Club	1	8.0	1212
Dallas Buyers Club	1	8.0	12
The Bling Ring	1	5.0	834
Steve Jobs	13	7.53846153846	22
Steve Jobs	2	8.0	222
Florence Foster Jenkins	1	6.0	2
Fruitvale Station	1	7.0	1115
Fruitvale Station	1	8.0	915
Fruitvale Station	1	7.0	1315
Woman in Gold	1	5.0	582
Cantinflas	1	8.0	24
Hacksaw Ridge	1	8.0	176
The Danish Girl	1	1.0	191
Kill Your Darlings	1	6.0	254
Foxcatcher	2	7.5	345
Philomena	2	8.5	517
Philomena	1	9.0	117
Sully	4	7.75	125
Jackie	1	8.0	39
12 Years a Slave	2	8.5	43
12 Years a Slave	1	9.0	443
12 Years a Slave	1	9.0	243
12 Years a Slave	1	10.0	-44
Big Eyes	1	7.0	68
Black Mass	7	6.85714285714	133
The 33	1	7.0	51
The Fifth Estate	2	6.5	122
Captain Phillips	9	8.88888888889	11
Captain Phillips	1	10.0	1211
Captain Phillips	2	8.0	811
Blue Caprice	2	5.5	-358
The Theory of Everything	1	8.0	278
The Theory of Everything	15	8.26666666667	78
Jersey Boys	1	6.0	157
Rush	1	10.0	462
Rush	1	9.0	1462
Rush	1	10.0	662
The Liberator	1	8.0	795
The Imitation Game	24	8.54166666667	71
The Imitation Game	1	8.0	471
Lion	1	8.0	114
Viceroy's House	1	10.0	-26
Testament of Youth	1	8.0	-94
The Founder	4	8.0	80
Jobs	13	6.07692307692	32
Jobs	2	6.0	232
Truth	1	7.0	489
Dallas Buyers Club	1	8.0	813
Dallas Buyers Club	1	10.0	613
Dallas Buyers Club	1	10.0	213
The Bling Ring	1	3.0	635
The Bling Ring	1	7.0	235
The Bling Ring	1	7.0	35
Steve Jobs	11	8.09090909091	23
A Street Cat Named Bob	1	6.0	0
Fruitvale Station	1	8.0	316
Denial	1	7.0	155
Hacksaw Ridge	1	9.0	177
The Danish Girl	1	7.0	392
Legend	2	7.5	133
Anthropoid	1	8.0	126
Kill Your Darlings	1	6.0	55
Kill Your Darlings	1	9.0	255
Foxcatcher	2	6.0	146
Foxcatcher	1	6.0	346
Trumbo	1	7.0	392
Philomena	5	7.2	118
Sully	1	6.0	326
Jackie	1	7.0	40
Jackie	1	9.0	240
12 Years a Slave	2	8.5	44
12 Years a Slave	1	10.0	244
Snowden	1	7.0	191
Black Mass	4	8.0	134
Black Mass	1	7.0	534
Black Mass	1	7.0	334
The 33	2	7.0	52
Captain Phillips	18	8.61111111111	12
Captain Phillips	3	6.66666666667	212
Captain Phillips	1	9.0	1412
The Theory of Everything	15	8.26666666667	79
The Theory of Everything	1	9.0	479
Selma	1	8.0	139
Selma	1	5.0	339
The Big Short	1	9.0	184
Life	1	7.0	171
Rush	2	8.5	463
Rush	1	8.0	663
The Imitation Game	28	8.67857142857	72
Lion	1	10.0	115
The Founder	1	8.0	81
Hidden Figures	2	8.0	154
Bleed for This	1	7.0	264
Unbroken	1	8.0	177
Loving	1	7.0	-21
Jobs	8	6.375	33
Jobs	1	6.0	233
Mr. Turner	1	8.0	-11
Dallas Buyers Club	1	9.0	814
Dallas Buyers Club	1	8.0	14
Dallas Buyers Club	1	6.0	414
Dallas Buyers Club	1	8.0	214
The Man Who Knew Infinity	3	7.66666666667	109
The Bling Ring	2	6.5	36
Steve Jobs	6	8.83333333333	24
Steve Jobs	1	7.0	224
Fruitvale Station	1	9.0	317
Denial	1	6.0	156
Hacksaw Ridge	2	8.5	178
The Danish Girl	1	2.0	193
Legend	1	8.0	534
Anthropoid	2	9.0	127
Kill Your Darlings	1	8.0	656
Pawn Sacrifice	1	7.0	3
Foxcatcher	1	8.0	347
Philomena	3	5.33333333333	119
Sully	1	8.0	327
Sully	1	7.0	127
Jackie	1	4.0	241
Saving Mr. Banks	2	8.5	198
12 Years a Slave	3	8.66666666667	45
Big Eyes	2	8.0	70
Black Mass	3	6.0	135
The 33	1	6.0	53
Captain Phillips	2	8.5	213
Captain Phillips	9	8.88888888889	13
Captain Phillips	1	8.0	1413
The Theory of Everything	9	8.11111111111	80
The Theory of Everything	1	6.0	680
The Theory of Everything	1	7.0	280
The Big Short	1	8.0	385
The Big Short	1	9.0	185
Rush	1	8.0	464
Rush	1	9.0	264
The Imitation Game	19	8.15789473684	73
The Founder	4	7.25	82
Unbroken	1	10.0	178
Unbroken	1	10.0	378
Unbroken	1	9.0	778
Loving	1	7.0	21
Jobs	4	7.0	234
Jobs	5	6.2	34
Jobs	1	5.0	834
The Program	1	8.0	249
Freeheld	1	8.0	83
Dallas Buyers Club	2	7.5	215
Dallas Buyers Club	1	8.0	615
The Man Who Knew Infinity	7	7.85714285714	110
The Bling Ring	2	6.0	37
Steve Jobs	11	7.90909090909	25
Florence Foster Jenkins	1	8.0	5
Florence Foster Jenkins	2	7.5	205
A Street Cat Named Bob	1	8.0	2
Hacksaw Ridge	1	10.0	179
Legend	4	6.5	135
Anthropoid	1	7.0	128
The Railway Man	1	6.0	-75
Kill Your Darlings	1	10.0	257
One Chance	1	5.0	307
Pawn Sacrifice	1	7.0	204
Foxcatcher	1	8.0	148
Foxcatcher	1	6.0	348
Joy	1	7.0	79
Philomena	1	8.0	920
Philomena	4	7.75	120
Sully	2	6.0	128
Jackie	1	8.0	242
Saving Mr. Banks	1	8.0	399
Saving Mr. Banks	1	7.0	199
12 Years a Slave	3	7.33333333333	246
12 Years a Slave	1	8.0	46
Big Eyes	1	8.0	471
Black Mass	4	7.0	136
The 33	1	7.0	54
The 33	1	7.0	254
A United Kingdom	1	10.0	-73
A United Kingdom	1	6.0	72
Behind the Candelabra	1	8.0	147
The Fifth Estate	1	7.0	125
Genius	1	8.0	94
Captain Phillips	23	8.5652173913	14
Captain Phillips	1	9.0	814
The Theory of Everything	1	7.0	681
The Theory of Everything	24	8.04166666667	81
Selma	1	9.0	141
The Big Short	1	9.0	186
The Big Short	1	8.0	586
Rush	1	9.0	1265
Rush	1	8.0	65
Rush	1	6.0	465
The Imitation Game	13	8.69230769231	74
The Founder	2	6.0	83
Pride	1	7.0	147
Pride	1	8.0	947
Pride	1	10.0	547
Unbroken	1	8.0	779
Unbroken	1	7.0	579
Loving	2	6.0	22
Jobs	7	6.57142857143	35
Jobs	2	5.5	435
Concussion	1	7.0	589
Concussion	1	6.0	189
Mr. Turner	1	8.0	12
Mr. Turner	1	7.0	212
Freeheld	1	6.0	84
Dallas Buyers Club	1	8.0	16
Dallas Buyers Club	2	7.0	216
Dallas Buyers Club	2	8.0	1016
Lovelace	1	7.0	188
The Man Who Knew Infinity	1	6.0	111
The Bling Ring	4	5.25	38
Steve Jobs	2	8.5	26
Steve Jobs	1	8.0	626
Florence Foster Jenkins	1	8.0	6
Woman in Gold	1	8.0	786
Queen of the Desert	1	8.0	-217
Legend	1	6.0	336
One Chance	1	7.0	308
Pawn Sacrifice	1	7.0	405
I Am Michael	1	6.0	64
Philomena	2	8.5	121
Sully	1	6.0	329
Sully	3	8.0	129
Saving Mr. Banks	2	8.5	-1
12 Years a Slave	1	8.0	447
Big Eyes	5	7.4	72
The Birth of a Nation	1	5.0	145
Black Mass	1	8.0	337
Black Mass	2	7.5	137
A United Kingdom	1	7.0	-74
Behind the Candelabra	3	7.33333333333	148
The Fifth Estate	2	5.5	126
Captain Phillips	25	8.36	15
Captain Phillips	1	10.0	615
Captain Phillips	1	10.0	215
The Theory of Everything	18	8.55555555556	82
The Theory of Everything	2	7.0	282
Selma	2	8.0	142
Rush	1	8.0	666
Diana	5	5.8	9
Diana	1	6.0	209
The Imitation Game	12	8.83333333333	75
The Imitation Game	1	7.0	875
Lion	1	10.0	118
The Founder	4	7.5	84
Pride	2	7.5	148
Pride	1	7.0	548
Unbroken	1	8.0	380
Jobs	17	5.76470588235	36
Jobs	2	4.5	236
The Program	1	5.0	-52
The Look of Love	1	9.0	1101
Mr. Turner	1	6.0	13
Truth	1	5.0	93
Dallas Buyers Club	2	8.0	817
Dallas Buyers Club	1	10.0	-18
Dallas Buyers Club	1	6.0	217
Dallas Buyers Club	1	10.0	1017
Rosewater	1	7.0	188
The Man Who Knew Infinity	4	8.75	112
The Bling Ring	3	6.0	39
Steve Jobs	1	8.0	27
Florence Foster Jenkins	3	5.66666666667	207
A Street Cat Named Bob	1	10.0	204
A Street Cat Named Bob	2	7.5	-5
Fruitvale Station	1	8.0	520
Fruitvale Station	1	8.0	320
Hacksaw Ridge	1	8.0	181
The Danish Girl	1	6.0	396
Legend	1	6.0	137
Anthropoid	1	8.0	130
The Railway Man	1	7.0	476
Kill Your Darlings	1	6.0	459
Foxcatcher	1	6.0	350
Trumbo	2	7.5	596
Philomena	1	7.0	322
Philomena	4	7.25	122
Sully	2	7.5	130
Saving Mr. Banks	3	8.33333333333	-2
Saving Mr. Banks	2	8.0	1
12 Years a Slave	1	7.0	648
12 Years a Slave	1	9.0	248
Big Eyes	4	7.0	73
Snowden	1	10.0	195
Black Mass	2	6.5	138
Black Mass	1	6.0	338
The 33	1	8.0	56
A United Kingdom	1	9.0	-75
Behind the Candelabra	1	7.0	149
The Fifth Estate	1	4.0	327
Captain Phillips	18	8.44444444444	16
The Theory of Everything	11	8.72727272727	83
The Theory of Everything	3	9.0	283
Noble	1	8.0	-228
The Big Short	1	8.0	388
Diana	1	4.0	210
The Imitation Game	8	8.375	76
Lion	2	6.0	119
The Founder	5	7.2	85
Pride	2	6.5	149
Unbroken	1	10.0	181
Jobs	17	6.82352941176	37
The Program	1	6.0	52
Concussion	1	8.0	191
Mr. Turner	1	8.0	414
Mr. Turner	1	7.0	814
Mr. Turner	1	3.0	14
Truth	1	9.0	94
Dallas Buyers Club	2	7.0	218
Dallas Buyers Club	1	8.0	18
The Man Who Knew Infinity	2	7.5	113
The Bling Ring	2	7.0	40
Steve Jobs	1	8.0	28
Florence Foster Jenkins	1	8.0	208
A Street Cat Named Bob	1	7.0	-6
Fruitvale Station	1	3.0	321
Woman in Gold	1	7.0	588
Queen of the Desert	2	7.0	-419
Legend	2	7.5	138
Anthropoid	1	7.0	331
The Railway Man	1	8.0	477
The Railway Man	1	7.0	77
Foxcatcher	1	6.0	151
Foxcatcher	1	5.0	351
Trumbo	1	8.0	197
Trumbo	1	8.0	397
Joy	1	5.0	482
Joy	2	4.5	82
Philomena	1	8.0	123
Sully	1	7.0	131
Saving Mr. Banks	5	8.4	2
Saving Mr. Banks	1	8.0	-3
12 Years a Slave	5	7.4	49
12 Years a Slave	1	9.0	449
12 Years a Slave	1	8.0	1249
Big Eyes	5	7.2	74
The Birth of a Nation	1	9.0	147
Black Mass	2	7.0	139
Black Mass	1	6.0	739
Behind the Candelabra	1	6.0	150
Holding the Man	1	10.0	504
Captain Phillips	13	8.38461538462	17
Captain Phillips	1	8.0	617
Captain Phillips	1	9.0	217
The Theory of Everything	7	7.85714285714	84
The Theory of Everything	1	9.0	484
The Big Short	1	8.0	389
Life	1	6.0	376
Rush	1	10.0	268
The Liberator	2	8.0	1
Diana	1	5.0	211
Diana	1	7.0	11
The Imitation Game	11	8.36363636364	77
The Imitation Game	5	8.8	-78
The Imitation Game	1	8.0	477
Lion	4	8.0	120
Million Dollar Arm	1	9.0	192
Unbroken	1	7.0	182
Jobs	1	7.0	638
Jobs	6	5.0	38
Jobs	2	8.0	238
Concussion	1	3.0	192
Mr. Turner	2	8.5	215
Freeheld	3	5.66666666667	87
Dallas Buyers Club	2	9.0	219
Dallas Buyers Club	1	10.0	419
Dallas Buyers Club	1	8.0	19
Lovelace	1	5.0	191
Marina	1	9.0	206
The Man Who Knew Infinity	1	8.0	114
The Bling Ring	1	9.0	41
Steve Jobs	4	8.75	29
Steve Jobs	1	1.0	429
Fruitvale Station	1	7.0	1522
Hacksaw Ridge	3	7.66666666667	183
Legend	1	7.0	139
Love & Mercy	1	5.0	748
Love & Mercy	1	6.0	148
The Railway Man	1	8.0	478
Foxcatcher	1	7.0	752
Philomena	1	7.0	124
Philomena	2	7.0	524
Sully	4	7.0	132
Sully	1	10.0	332
Jackie	1	9.0	46
Saving Mr. Banks	5	8.2	3
Saving Mr. Banks	1	9.0	203
Saving Mr. Banks	1	10.0	-4
12 Years a Slave	1	9.0	450
12 Years a Slave	1	7.0	250
12 Years a Slave	1	7.0	50
Big Eyes	2	7.0	75
Black Mass	6	6.83333333333	140
The 33	1	9.0	58
Behind the Candelabra	1	8.0	1351
Behind the Candelabra	1	8.0	151
The Fifth Estate	1	4.0	329
The Fifth Estate	2	6.5	129
The Fifth Estate	1	7.0	729
Captain Phillips	22	8.18181818182	18
13 Minutes	1	7.0	-713
The Theory of Everything	14	7.5	85
The Theory of Everything	1	10.0	885
The Theory of Everything	2	7.5	285
Selma	2	7.5	345
Rush	1	9.0	469
The Invisible Woman	1	4.0	-16
Diana	1	7.0	12
The Imitation Game	12	8.16666666667	78
The Imitation Game	1	9.0	878
Million Dollar Arm	2	9.0	193
The Founder	6	7.5	87
Unbroken	2	10.0	383
Unbroken	1	8.0	183
Loving	1	8.0	226
Jobs	4	7.75	39
Jobs	1	4.0	239
Mr. Turner	1	9.0	16
Truth	1	5.0	296
Dallas Buyers Club	3	8.66666666667	220
Dallas Buyers Club	2	8.0	420
The Man Who Knew Infinity	1	8.0	115
The Bling Ring	1	8.0	42
Steve Jobs	7	6.42857142857	30
Florence Foster Jenkins	1	9.0	10
A Street Cat Named Bob	1	9.0	207
A Street Cat Named Bob	1	7.0	-8
Woman in Gold	1	8.0	190
Cantinflas	1	5.0	432
Hacksaw Ridge	2	10.0	184
Legend	2	7.0	140
Anthropoid	1	7.0	133
Foxcatcher	1	6.0	753
Miles Ahead	1	7.0	85
Joy	1	8.0	84
Philomena	1	8.0	125
Philomena	1	8.0	325
Sully	3	7.66666666667	133
Sully	1	6.0	333
Saving Mr. Banks	3	8.33333333333	4
Saving Mr. Banks	1	9.0	-5
Saving Mr. Banks	1	7.0	404
Saving Mr. Banks	1	7.0	804
12 Years a Slave	2	9.0	451
12 Years a Slave	2	9.5	51
Big Eyes	1	8.0	76
Black Mass	1	6.0	341
Black Mass	1	6.0	541
Black Mass	6	6.66666666667	141
The 33	1	7.0	59
A United Kingdom	1	7.0	77
Captain Phillips	15	8.2	19
Captain Phillips	2	9.5	219
Captain Phillips	1	7.0	1219
Blue Caprice	1	7.0	-366
The Theory of Everything	17	7.64705882353	86
The Theory of Everything	1	9.0	486
The Theory of Everything	1	7.0	886
Selma	1	7.0	346
Selma	1	8.0	546
The Big Short	1	8.0	391
Life	1	7.0	378
Rush	1	8.0	270
The Invisible Woman	1	6.0	216
The Liberator	1	8.0	3
The Imitation Game	1	8.0	479
The Imitation Game	13	8.92307692308	79
The Imitation Game	1	9.0	879
Lion	2	8.0	122
The Founder	4	6.5	88
Unbroken	1	8.0	184
Jobs	5	6.0	40
Jobs	2	6.0	240
The Program	1	6.0	-56
Dallas Buyers Club	1	9.0	621
Dallas Buyers Club	1	8.0	421
Dallas Buyers Club	1	8.0	221
The Man Who Knew Infinity	1	6.0	116
The Bling Ring	1	6.0	43
Steve Jobs	1	7.0	631
Steve Jobs	7	7.42857142857	31
Florence Foster Jenkins	1	6.0	211
Fruitvale Station	1	10.0	1324
Woman in Gold	1	5.0	191
Hacksaw Ridge	2	9.0	185
Queen of the Desert	1	6.0	-22
Queen of the Desert	1	6.0	-422
The Danish Girl	1	6.0	400
The Danish Girl	1	6.0	0
Legend	1	6.0	141
Anthropoid	1	7.0	134
The Railway Man	1	7.0	80
Kill Your Darlings	1	7.0	263
Miles Ahead	1	7.0	86
Trumbo	1	10.0	-1
Joy	2	7.0	85
Philomena	1	7.0	126
Sully	3	8.0	134
Sully	1	8.0	334
Saving Mr. Banks	8	8.625	5
Saving Mr. Banks	2	8.0	-6
Saving Mr. Banks	1	6.0	205
Saving Mr. Banks	1	7.0	605
12 Years a Slave	2	8.5	52
12 Years a Slave	1	4.0	1252
12 Years a Slave	1	8.0	252
Big Eyes	2	8.0	77
Snowden	1	7.0	199
The 33	2	7.5	60
The 33	1	4.0	260
Genius	1	7.0	100
Captain Phillips	19	8.42105263158	20
Captain Phillips	1	8.0	220
